"","nflId","height","weight","birthDate","collegeName","officialPosition","displayName","side_of_the_ball","elo","name","snaps"
"727",53470,"6-3",293,NA,NA,"DE","Levi Onwuzurike","Rusher",942,"Levi Onwuzurike",50
"728",53471,"6-6",308,NA,NA,"T","Liam Eichenberg","Blocker",946,"Liam Eichenberg",282
"729",53475,"6-5",345,NA,NA,"G","Jackson Carman","Blocker",948,"Jackson Carman",173
"730",53479,"6-2",250,NA,NA,"OLB","Azeez Ojulari","Rusher",935,"Azeez Ojulari",188
"731",53480,"6-5",295,NA,NA,"T","Samuel Cosmi","Blocker",1065,"Samuel Cosmi",148
"732",53481,"6-1",215,NA,NA,"OLB","Jeremiah Owusu-Koramoah","Rusher",981,"Jeremiah Owusu-Koramoah",117
"733",53482,"6-6",299,NA,NA,"T","Dillon Radunz","Blocker",1014,"Dillon Radunz",17
"734",53483,"6-6",280,NA,NA,"DE","Dayo Odeyingbo","Rusher",1017,"Dayo Odeyingbo",12
"735",53487,"6-0",232,NA,NA,"ILB","Nick Bolton","Rusher",990,"Nick Bolton",158
"736",53489,"6-3",242,NA,NA,"OLB","Pete Werner","Rusher",990,"Pete Werner",128
"737",53490,"6-4",273,NA,NA,"DE","Carlos Basham","Rusher",962,"Carlos Basham",32
"738",53491,"6-5",312,NA,NA,"C","Josh Myers","Blocker",1034,"Josh Myers",115
"739",53492,"6-5",316,NA,NA,"C","Creed Humphrey","Blocker",1053,"Creed Humphrey",339
"740",53497,"6-5",320,NA,NA,"G","Jalen Mayfield","Blocker",1030,"Jalen Mayfield",286
"741",53499,"6-6",297,NA,NA,"T","Brady Christensen","Blocker",900,"Brady Christensen",81
"742",53501,"6-2",315,NA,NA,"NT","Alim McNeill","Rusher",939,"Alim McNeill",63
"743",53502,"6-4",278,NA,NA,"DT","Milton Williams","Rusher",931,"Milton Williams",88
"744",53504,"6-2",280,NA,NA,"DT","Osa Odighizuwa","Rusher",985,"Osa Odighizuwa",176
"745",53509,"6-3",223,NA,NA,"OLB","Divine Deablo","Rusher",1000,"Divine Deablo",18
"746",53513,"6-5",270,NA,NA,"DE","Chauncey Golston","Rusher",1064,"Chauncey Golston",90
"747",53516,"6-3",310,NA,NA,"C","Kendrick Green","Blocker",870,"Kendrick Green",228
"748",53521,"6-1",233,NA,NA,"ILB","Monty Rice","Rusher",1000,"Monty Rice",29
"749",53522,"6-9",321,NA,NA,"T","Spencer Brown","Blocker",923,"Spencer Brown",100
"750",53523,"6-7",344,NA,NA,"G","Ben Cleveland","Blocker",1000,"Ben Cleveland",50
"751",53524,"6-5",295,NA,NA,"T","Robert Hainsey","Blocker",1002,"Robert Hainsey",1
"752",53527,"6-3",320,NA,NA,"G","Quinn Meinerz","Blocker",1043,"Quinn Meinerz",47
"753",53532,"6-2",230,NA,NA,"ILB","Ernest Jones","Rusher",989,"Ernest Jones",67
"754",53534,"6-3",240,NA,NA,"ILB","Baron Browning","Rusher",988,"Baron Browning",42
"755",53535,"6-3",305,NA,NA,"DT","Jay Tufele","Rusher",1060,"Jay Tufele",3
"756",53539,"6-5",310,NA,NA,"T","James Hudson","Blocker",1002,"James Hudson",54
"757",53540,"6-3",280,NA,NA,"DE","Cameron Sample","Rusher",915,"Cameron Sample",137
"758",53542,"6-1",245,NA,NA,"ILB","Derrick Barnes","Rusher",1000,"Derrick Barnes",50
"759",53543,"6-3",300,NA,NA,"C","Drew Dalman","Blocker",1005,"Drew Dalman",3
"760",53544,"6-3",233,NA,NA,"MLB","Jabril Cox","Rusher",1000,"Jabril Cox",2
"761",53546,"6-4",325,NA,NA,"NT","Bobby Brown","Rusher",984,"Bobby Brown",8
"762",53547,"6-4",235,NA,NA,"OLB","Chris Rumph","Rusher",999,"Chris Rumph",28
"763",53557,"6-5",315,NA,NA,"T","Dan Moore","Blocker",849,"Dan Moore",230
"764",53564,"6-5",270,NA,NA,"OLB","Rashad Weaver","Rusher",1024,"Rashad Weaver",5
"765",53571,"6-5",305,NA,NA,"T","Royce Newman","Blocker",994,"Royce Newman",226
"766",53573,"6-7",265,NA,NA,"DE","Joshua Kaindoh","Rusher",1033,"Joshua Kaindoh",24
"767",53575,"6-1",220,NA,NA,"ILB","Jamien Sherwood","Rusher",1029,"Jamien Sherwood",54
"768",53577,"6-4",285,NA,NA,"DE","Ta'Quon Graham","Rusher",994,"Ta'Quon Graham",53
"769",53580,"6-6",332,NA,NA,"T","Larry Borom","Blocker",989,"Larry Borom",46
"770",53584,"6-5",315,NA,NA,"T","Jaylon Moore","Blocker",1042,"Jaylon Moore",44
"771",53585,"6-7",293,NA,NA,"DE","Isaiahh Loudermilk","Rusher",999,"Isaiahh Loudermilk",39
"772",53587,"6-3",305,NA,NA,"DT","Daviyon Nixon","Rusher",965,"Daviyon Nixon",31
"773",53590,"6-8",315,NA,NA,"T","Tommy Doyle","Blocker",1001,"Tommy Doyle",1
"774",53599,"6-2",230,NA,NA,"OLB","Garret Wallow","Rusher",1000,"Garret Wallow",1
"775",53600,"6-3",258,NA,NA,"OLB","Daelin Hayes","Rusher",993,"Daelin Hayes",4
"776",53602,"6-5",340,NA,NA,"DT","Tedarrell Slaton","Rusher",968,"Tedarrell Slaton",24
"777",53605,"6-0",228,NA,NA,"ILB","K.J. Britt","Rusher",1000,"K.J. Britt",5
"778",53611,"6-4",268,NA,NA,"OLB","Adetokunbo Ogundeji","Rusher",982,"Adetokunbo Ogundeji",100
"779",53614,"6-4",235,NA,NA,"ILB","Nick Niemann","Rusher",1000,"Nick Niemann",7
"780",53615,"6-4",215,NA,NA,"ILB","Hamsah Nasirildeen","Rusher",999,"Hamsah Nasirildeen",12
"781",53618,"6-3",305,NA,NA,"DT","Marlon Tuipulotu","Rusher",977,"Marlon Tuipulotu",14
"782",53619,"6-3",330,NA,NA,"C","Trey Hill","Blocker",994,"Trey Hill",26
"783",53620,"6-2",260,NA,NA,"DE","Tarron Jackson","Rusher",967,"Tarron Jackson",42
"784",53621,"6-5",355,NA,NA,"DT","Quinton Bohanna","Rusher",974,"Quinton Bohanna",49
"785",53624,"6-2",318,NA,NA,"DT","Roy Lopez","Rusher",934,"Roy Lopez",89
"786",53635,"6-7",305,NA,NA,"T","Landon Young","Blocker",1001,"Landon Young",1
"787",53636,"6-3",317,NA,NA,"DT","Jonathan Marshall","Rusher",997,"Jonathan Marshall",3
"788",53639,"6-3",265,NA,NA,"OLB","Victor Dimukeje","Rusher",984,"Victor Dimukeje",8
"789",53645,"6-3",232,NA,NA,"OLB","Quincy Roche","Rusher",974,"Quincy Roche",51
"790",53655,"6-6",325,NA,NA,"G","Trey Smith","Blocker",1027,"Trey Smith",339
"791",53663,"6-2",251,NA,NA,"ILB","Patrick Johnson","Rusher",997,"Patrick Johnson",15
"792",53668,"6-4",257,NA,NA,"OLB","Jonathon Cooper","Rusher",956,"Jonathon Cooper",89
"793",53675,"6-3",252,NA,NA,"DE","Shaka Toney","Rusher",1026,"Shaka Toney",6
"794",53679,"6-4",340,NA,NA,"NT","Khyiris Tonga","Rusher",1030,"Khyiris Tonga",24
"795",53681,"6-4",245,NA,NA,"LB","Chris Garrett","Rusher",996,"Chris Garrett",2
"796",53688,"6-1",225,NA,NA,"ILB","Grant Stuard","Rusher",999,"Grant Stuard",5
"797",53740,"6-3",300,NA,NA,"DT","Josiah Bronson","Rusher",1012,"Josiah Bronson",11
"798",53861,"6-5",330,NA,NA,"G","Robert Jones","Blocker",1003,"Robert Jones",3
"799",53868,"6-6",315,NA,NA,"T","Alaric Jackson","Blocker",1006,"Alaric Jackson",2
"800",53876,"6-3",270,NA,NA,"DE","Raymond Johnson","Rusher",959,"Raymond Johnson",29
"801",53900,"6-4",340,NA,NA,"DT","Naquan Jones","Rusher",974,"Naquan Jones",69
"802",53910,"6-2",275,NA,NA,"OLB","Sam Kamara","Rusher",983,"Sam Kamara",20
"803",53921,"6-1",235,NA,NA,"ILB","Amen Ogbongbemiga","Rusher",1000,"Amen Ogbongbemiga",17
"804",53930,"6-3",249,NA,NA,"OLB","Andre Mintze","Rusher",981,"Andre Mintze",18
"805",53933,"6-3",240,NA,NA,"ILB","Curtis Robinson","Rusher",1000,"Curtis Robinson",17
"806",53935,"6-2",245,NA,NA,"DE","Darius Hodge","Rusher",989,"Darius Hodge",6
"807",53954,"6-5",319,NA,NA,"G","Tommy Kraemer","Blocker",1001,"Tommy Kraemer",2
"808",53978,"6-3",295,NA,NA,"DT","Austin Faoliu","Rusher",1012,"Austin Faoliu",11
"809",53991,"6-1",320,NA,NA,"DT","Forrest Merrill","Rusher",998,"Forrest Merrill",3
"810",53994,"6-5",300,NA,NA,"C","Ryan McCollum","Blocker",1002,"Ryan McCollum",2
"811",53999,"6-4",312,NA,NA,"DT","Jack Heflin","Rusher",998,"Jack Heflin",2
"812",54006,"6-6",330,NA,NA,"T","Jake Curhan","Blocker",950,"Jake Curhan",17
